datafolder: ./izhikevich_data/ expfolder: exc4_inh1_nodiag_withinp_rand/p2/inpvar5_S5_t5000/seed5/ datafile: v_normed_alltimes.txt data: /remote-home/share/dmb_nas/konglingbai/causality/data/fMRI/timeseries28.csv groundtruth: /remote-home/share/dmb_nas/konglingbai/causality/data/fMRI/sim28_gt_processed.csv seed: 16 train_ratio: 0.6 val_ratio: 0.2 seq_len: 10 loss: mse prednstep: 1 attn_enc_self_loc: full attn_enc_self_glb: none attn_dec_self_loc: none attn_dec_self_glb: none attn_dec_cross_loc: full attn_dec_cross_glb: full max_epoch: 50 device: cuda:5 patience: 10 outdir: . outname: best_model d_model: 100 d_qkv: 8 n_heads: 10 ed_layers: 1 time_emb_dim: 1 dropout_emb: 0.1 dropout_ff: 0.1 batch_size: 16 base_lr: 0.0005 l2_coeff: 0.001 warmup_steps:  decay_factor: 0.5 
epoch    train    val    elapsed_sec
1    4.904038429260254    4.817646026611328    0.06208038330078125
2    5.785188913345337    6.974464178085327    0.06308317184448242
3    5.430620193481445    4.865940570831299    0.06695818901062012
4    4.694361925125122    5.258459568023682    0.0613710880279541
5    5.318881034851074    5.703731298446655    0.06364011764526367
6    5.0345869064331055    6.779552698135376    0.06479120254516602
7    5.188763380050659    6.538681268692017    0.07137870788574219
8    4.447058439254761    6.435042142868042    0.06408190727233887
9    4.0638298988342285    4.270228147506714    0.06576991081237793
10    3.8897030353546143    5.044856786727905    0.06602334976196289
11    4.720960378646851    4.182549834251404    0.06495809555053711
12    3.4088947772979736    4.673020362854004    0.061460256576538086
13    3.89150333404541    5.3905956745147705    0.0644998550415039
14    3.433220148086548    4.581075668334961    0.060056447982788086
15    3.0084670782089233    4.818804979324341    0.052814483642578125
16    2.5676043033599854    5.1686577796936035    0.05213332176208496
17    2.6993969678878784    3.7811659574508667    0.054064035415649414
18    2.929165244102478    4.495615720748901    0.05295610427856445
19    2.700713634490967    4.31940233707428    0.0550234317779541
20    2.274534583091736    3.9232364892959595    0.06531023979187012
21    2.6696633100509644    3.112278997898102    0.06719136238098145
22    2.299159288406372    4.808432102203369    0.061606407165527344
23    2.224909722805023    5.06866455078125    0.06970787048339844
24    1.8304911255836487    3.466601550579071    0.07400751113891602
25    1.721920132637024    4.8648741245269775    0.06369996070861816
26    2.357498347759247    6.016412734985352    0.06255960464477539
27    2.1565133333206177    5.375479459762573    0.0585637092590332
28    1.8836479187011719    3.771646499633789    0.06604433059692383
29    1.4893185496330261    4.449312448501587    0.06319808959960938
30    1.394923448562622    4.673097848892212    0.06864309310913086
31    1.4181032180786133    3.046160399913788    0.06305289268493652
32    1.7900896668434143    3.930827260017395    0.06285452842712402
33    1.5801108479499817    4.263611674308777    0.059509992599487305
34    1.8495201468467712    3.9257065057754517    0.05782747268676758
35    1.095758080482483    3.836544156074524    0.0554509162902832
36    1.604093313217163    5.388495445251465    0.05880880355834961
37    1.515102744102478    4.197042346000671    0.06129717826843262
38    0.7882065773010254    6.621549367904663    0.06004071235656738
39    1.1991881728172302    3.59638512134552    0.05556511878967285
40    1.2212064564228058    3.8849174976348877    0.06662273406982422
41    1.0385293662548065    4.437156677246094    0.0578007698059082
early stopped at epoch 41 
best result at epoch 31 train 1.4181032180786133 val 3.046160399913788 
