datafolder: ./izhikevich_data/ expfolder: exc4_inh1_nodiag_withinp_rand/p2/inpvar5_S5_t5000/seed5/ datafile: v_normed_alltimes.txt seed: 123 train_ratio: 0.6 val_ratio: 0.2 seq_len: 10 loss: mse prednstep: 1 attn_enc_self_loc: full attn_enc_self_glb: none attn_dec_self_loc: none attn_dec_self_glb: none attn_dec_cross_loc: full attn_dec_cross_glb: full max_epoch: 50 device: cuda:5 patience: 10 outdir: . outname: best_model d_model: 100 d_qkv: 8 n_heads: 10 ed_layers: 1 time_emb_dim: 1 dropout_emb: 0.1 dropout_ff: 0.1 batch_size: 16 base_lr: 0.0005 l2_coeff: 0.001 warmup_steps:  decay_factor: 0.5 
epoch    train    val    elapsed_sec
1    0.34103341353318045    0.20219681695813224    4.1924121379852295
2    0.2236508172419336    0.14976482134726313    3.844925880432129
3    0.16307134837621734    0.1299274316027997    3.5313045978546143
4    0.13665724805896245    0.10756459459662437    3.851569414138794
5    0.19470408535192882    0.1166610832488726    3.6237101554870605
6    0.1689278031625445    0.09904371669131612    3.4521021842956543
7    0.15049070226294653    0.1284389060049776    3.792120933532715
8    0.1286878880290758    0.09159205052705985    3.401132583618164
9    0.14633109456016904    0.07956780437084418    3.8517158031463623
10    0.15302410881434167    0.12596260850864743    3.8780124187469482
11    0.12815074250102043    0.10493459647137021    3.4467334747314453
12    0.14208479184243414    0.08693415831242289    3.460023880004883
13    0.11590455419250897    0.07940891361425793    4.93066668510437
14    0.1065746129505218    0.08717077281621713    5.478107452392578
15    0.11836337173978488    0.08523341244648373    5.506837368011475
16    0.12360125990022743    0.11136396190831585    5.77544379234314
17    0.1033299993427973    0.08960882781280412    5.714510679244995
18    0.10394382328977661    0.08588833985702386    5.679861307144165
19    0.11336346668383432    0.08264758511786423    6.106564521789551
20    0.10623995102350674    0.09796724574906486    5.783655166625977
21    0.09527616983368284    0.07471237503110416    5.5437843799591064
22    0.09890142257606226    0.08255502930472768    6.091007947921753
23    0.08550534982766424    0.07875747183367374    5.946186780929565
24    0.11761750050243877    0.07497205189059651    5.877446174621582
25    0.09995031516466822    0.0743067247704381    5.8760600090026855
26    0.09092196703903259    0.06203756221230068    5.869110107421875
27    0.10635241330970847    0.07130999922279328    5.446163177490234
28    0.10292808285781316    0.07486859221188795    5.715703010559082
29    0.10191723455985387    0.08378727799133649    5.560694694519043
30    0.10458233074418136    0.07809358403559714    5.824254989624023
31    0.09176326557875626    0.06491957545753509    5.601158618927002
32    0.09115129413585814    0.0719990385252805    5.549601078033447
33    0.09249655843254119    0.06544262640887782    5.850541114807129
34    0.08437053149654752    0.08231304597760004    5.652927398681641
35    0.08568582429535805    0.07812819709735257    5.48509669303894
36    0.09227324566907352    0.07382008235251146    5.87343430519104
early stopped at epoch 36 
best result at epoch 26 train 0.09092196703903259 val 0.06203756221230068 
